split,class_i,branch_i,kind_i,class_j,branch_j,kind_j,center_l2_distance,center_sq_distance,subspace_overlap_fro,mean_cos2_principal,min_principal_angle_deg
2,4,0,root,4,2,extra,0.5644317197637202,0.31858316627543076,4.346510162506654,0.3935864706827837,1.1550312091704396
2,4,1,extra,4,2,extra,1.009356433295432,1.018800409434876,3.2739847464099348,0.22331200249426927,2.7311932609794107
3,0,0,root,0,1,extra,0.45864329099022827,0.21035366837034722,4.826324028159646,0.48527924218314905,2.3060643257613838
3,0,0,root,0,2,extra,0.28463578736955625,0.08101753145148724,4.907773253081966,0.5017966313263903,3.1092824354040465
3,0,0,root,1,0,root,0.4165790410381496,0.17353809743226434,3.452974604379783,0.24839653371857748,12.54847247573659
3,0,0,root,1,1,extra,0.5536877256088185,0.30657009748986624,3.189792598344428,0.21197451709276882,12.64791242033421
3,0,0,root,1,2,extra,0.5732749461984021,0.3286441639387808,2.978177793190332,0.18478214516358413,13.274581462644946
3,0,0,root,2,0,root,0.577531562247805,0.3335427053923903,3.1472284120051612,0.20635513911109427,17.224477203575084
3,0,0,root,2,1,extra,1.0394806655580124,1.0805200540689288,2.3340022950044395,0.11349097318929152,29.333114474582878
3,0,0,root,2,2,extra,0.4716974274333459,0.2224984630472366,2.961007675226654,0.18265763443231575,18.887369500180515
3,0,0,root,3,0,root,0.7343944889306993,0.5393352653717831,2.840312608549596,0.1680703273809544,25.995621141516814
3,0,0,root,3,1,extra,1.161138992574152,1.3482437600761168,2.0700749325986,0.08927521305360624,38.925450943806005
3,0,0,root,4,0,root,0.790461191167624,0.6248288947421392,2.5989568689749487,0.14072035014150142,27.679059734312066
3,0,0,root,4,1,extra,1.1922112259963276,1.4213676073916668,1.8218430313837606,0.06914816731253272,42.77002331341314
3,0,1,extra,0,2,extra,0.33094425453115023,0.10952409960717872,4.427622873565601,0.40841342313586054,0.0733915077914893
3,0,1,extra,1,0,root,0.7165383340411727,0.5134271841504994,3.358049087500899,0.23492695154303378,14.504511518702667
3,0,1,extra,1,1,extra,0.45195837745503203,0.2042663749517852,3.4291278116004857,0.24497744892274875,13.145389532598692
3,0,1,extra,1,2,extra,0.8902098590491725,0.7924735931483475,2.7272235255337463,0.15495308662968152,13.346151941333597
3,0,1,extra,2,0,root,0.9007122768048783,0.8112826055870277,2.598977494363574,0.14072258367100754,20.413718123557608
3,0,1,extra,2,1,extra,1.3623630734636751,1.856033143937391,1.8637970662243137,0.07236957300138251,31.765585606183958
3,0,1,extra,2,2,extra,0.4857860532409593,0.23598808952342815,2.878848333937055,0.17266182770441985,20.359719176252995
3,0,1,extra,3,0,root,1.060248347498432,1.1241265583731561,2.410041239031287,0.12100622445482206,28.02211672815972
3,0,1,extra,3,1,extra,1.465456577590976,2.147562980804657,1.4454272759747513,0.04352625021107895,42.103259318030766
3,0,1,extra,4,0,root,1.1348764850006263,1.287944636207377,2.13664473804895,0.09510939034650549,29.954018746907987
3,0,1,extra,4,1,extra,1.4942019382148275,2.2326394321649468,1.2471359635920496,0.032403085660097294,55.228362271912346
3,0,2,extra,1,0,root,0.5978807627250786,0.3574614064367217,3.327249546726852,0.23063728221237592,13.56965874657723
3,0,2,extra,1,1,extra,0.5331897635653553,0.28429132397087953,3.205327341591659,0.21404423680739693,12.190960249090919
3,0,2,extra,1,2,extra,0.7089806914450597,0.502653620841915,3.039191795823139,0.19243097441247256,11.394368722152686
3,0,2,extra,2,0,root,0.7147161384910196,0.5108191586195143,3.0674508798611506,0.19602614375751984,19.544029089411918
3,0,2,extra,2,1,extra,1.1682812213807225,1.364881012230833,2.2775043519274805,0.10806304318851274,27.29514022532874
3,0,2,extra,2,2,extra,0.4893055160765118,0.23941988806290154,2.920182827386206,0.17765557802836032,19.852865892331536
3,0,2,extra,3,0,root,0.8835677017397776,0.7806918835577127,2.788779987840011,0.16202695459535274,23.604311228393527
3,0,2,extra,3,1,extra,1.2782799377955179,1.6339995993705128,1.976294275686221,0.08136956383562763,33.50690849957695
3,0,2,extra,4,0,root,0.9415311601945826,0.8864809256173567,2.4495793564861703,0.12500914632756666,28.469947333118277
3,0,2,extra,4,1,extra,1.315154908687323,1.7296324338443607,1.535642987880591,0.04912915387972561,44.19121658394884
3,1,0,root,1,1,extra,0.5632130013506947,0.3172088848904576,4.971014129298111,0.38610908552627293,1.3654999951558027
3,1,0,root,1,2,extra,0.38034073091854553,0.14465907159565344,5.175478667750236,0.4783139185774599,0.4285631001683411
3,1,0,root,2,0,root,0.5220730808872339,0.27256030178708834,3.3156715263721,0.17177621360616704,17.75689922272845
3,1,0,root,2,1,extra,0.9501407230281398,0.9027673935564363,2.418886352021214,0.09142204974991405,29.74347485192561
3,1,0,root,2,2,extra,0.5844237489946082,0.34155111838891294,2.9594811867201933,0.13685201397735572,19.605108019230208
3,1,0,root,3,0,root,0.6620418326465363,0.4382993881739842,2.819871968253079,0.12424496745842963,26.136448328281034
3,1,0,root,3,1,extra,1.0730846500330558,1.151510666136566,2.193260804768979,0.07516238996462299,32.36791233036257
3,1,0,root,4,0,root,0.7112385981668834,0.5058603435223934,2.671093622058108,0.11148033027811725,27.440606487243482
3,1,0,root,4,1,extra,1.1101573612461724,1.2324493667290641,1.9235966545297694,0.057816001395595645,40.42177164269937
3,1,1,extra,1,2,extra,0.7909117569917035,0.6255414073477036,4.185044386825865,0.3127606521375478,0.0
3,1,1,extra,2,0,root,0.9015136292385502,0.812726823702862,2.478235444884297,0.0959632956293886,20.15231475147101
3,1,1,extra,2,1,extra,1.3558065352085178,1.8382113609141255,1.798571296659928,0.05054466733076524,33.47411643636869
3,1,1,extra,2,2,extra,0.5165478139830558,0.2668216441306737,3.0461526159459065,0.14498508999428267,20.314124080438322
3,1,1,extra,3,0,root,1.0461521564990237,1.094434334547558,2.1465531206853057,0.07199516093630975,31.074945830998036
3,1,1,extra,3,1,extra,1.4610832713838133,2.1347643259176268,1.5533333113105205,0.037700693375420424,44.97248135710195
3,1,1,extra,4,0,root,1.125955610590971,1.267776037021286,1.9959068332551773,0.06224443885991737,29.995941626164722
3,1,1,extra,4,1,extra,1.4935821895490404,2.2307877569381063,1.2076925736591384,0.022789396132366142,58.631972693508594
3,1,2,extra,2,0,root,0.4327619339488852,0.1872828914751793,3.0288534897240478,0.16382059753952752,19.67033688447005
3,1,2,extra,2,1,extra,0.733063895983797,0.5373826755949431,2.525844350310986,0.11392660146424878,29.055875552820954
3,1,2,extra,2,2,extra,0.7498021781128976,0.5622033063028455,2.4075995068744604,0.10350956045539543,21.750732702503164
3,1,2,extra,3,0,root,0.5787463485832945,0.33494733599849624,2.535253003353063,0.11477692483947732,29.305628356235317
3,1,2,extra,3,1,extra,0.8767128925225468,0.7686254959152506,2.320805084179403,0.09618100426344585,31.91800367005321
3,1,2,extra,4,0,root,0.5874051135764949,0.345044767455815,2.524730468399086,0.11382614175111908,29.931503198532408
3,1,2,extra,4,1,extra,0.9254582821431404,0.8564730319873326,1.9997391245925535,0.07140993868618202,39.51640937338259
3,2,0,root,2,1,extra,0.5635294605333464,0.3175654528890044,5.1548812557848,0.4152000118943979,0.40254325541503433
3,2,0,root,2,2,extra,0.6677060182599771,0.445831326820593,4.775007255665325,0.356260848307133,1.9152454745053777
3,2,0,root,3,0,root,0.4195909722020449,0.1760565839534572,3.467398164359656,0.18785703172194848,23.11689470631724
3,2,0,root,3,1,extra,0.7316998958222385,0.5353847375462746,2.9937489471385255,0.14003957435145356,26.99173872289261
3,2,0,root,4,0,root,0.3797755925435567,0.14422950069180962,3.2238326953724283,0.16239214449612902,22.680334264398898
3,2,0,root,4,1,extra,0.7672382807079415,0.5886545793836782,2.364063540265996,0.08732494410023431,27.368477729728387
3,2,1,extra,2,2,extra,1.1701144188794281,1.369167753269541,3.6056012851497394,0.20313063480427274,1.0095176403887705
3,2,1,extra,3,0,root,0.5715360780650467,0.3266534885299752,3.2000929900379704,0.1600092991389087,26.46262547866793
3,2,1,extra,3,1,extra,0.44368864864825497,0.19685961693931464,2.9328596357641192,0.13440102567335066,26.621719149443646
3,2,1,extra,4,0,root,0.5012901154969674,0.251291779894963,2.6900572794364233,0.11306887760388892,25.143649249581543
3,2,1,extra,4,1,extra,0.4716371740853252,0.22244162397919137,2.56243826766058,0.10259515430580242,26.87154802307317
3,2,2,extra,3,0,root,0.8875376388362073,0.7877230603509502,2.3597129705360342,0.0870038328643124,32.393634974950636
3,2,2,extra,3,1,extra,1.2924699147297607,1.6704784804815551,1.751424664633147,0.047929505560708276,43.2096038893394
3,2,2,extra,4,0,root,0.9343389645996723,0.8729893007691877,2.2640321942367323,0.08009127775844363,30.974999480348007
3,2,2,extra,4,1,extra,1.3183960003180761,1.7381680136547006,1.5161022784897027,0.03591509560690105,53.686473056728076
3,3,0,root,3,1,extra,0.60790924607002,0.36955365145742003,5.51538971226798,0.4753050574717417,0.43447389343811665
3,3,0,root,4,0,root,0.41975785959909356,0.1761966606952124,3.1977378731567145,0.15977386727220044,24.098511383801014
3,3,0,root,4,1,extra,0.7217310216073423,0.5208956675503779,2.696117805847791,0.11357892535952348,28.98946971267787
3,3,1,extra,4,0,root,0.6293325940346626,0.39605951391439753,2.5068706859655565,0.09819375993989715,28.44991357910389
3,3,1,extra,4,1,extra,0.5178522528707079,0.26817095580326755,2.4405352078262865,0.09306581407249523,28.313999281470643
3,4,0,root,4,1,extra,0.5676651325211357,0.32224370268023866,4.526442269661227,0.32013561907149823,0.5659306338966249
4,0,0,root,0,1,extra,0.5468426178816325,0.29903684873163705,3.6890235827846563,0.4252779685731669,5.603467764808518
4,0,0,root,1,0,root,0.4364841328906597,0.1905183982653111,2.8007518433401435,0.24513159024916287,14.401277058330173
4,0,0,root,1,1,extra,0.48188059740329436,0.23220891015375583,2.961702601709054,0.2741150719053181,14.426587915047525
4,0,0,root,1,2,extra,0.6553996588847345,0.42954871286622637,2.220029361798396,0.15401657397646856,19.087839122737996
4,0,0,root,2,0,root,0.6021536478731033,0.3625890156468853,2.316013997652321,0.1676225261662965,17.333615363930544
4,0,0,root,2,1,extra,0.46689467866104706,0.2179906409620024,2.353190430183162,0.17304703752205053,18.840638038635277
4,0,0,root,2,2,extra,1.046977411255123,1.096161699678479,1.7391055673542144,0.09451525545007577,18.49777683534538
4,0,0,root,3,0,root,0.779292673015435,0.6072970702155418,2.082708413892249,0.180736430720732,28.684609536221053
4,0,0,root,3,1,extra,1.1474486500544643,1.3166384045118122,1.4656394516427262,0.08950412509214963,38.855386266265285
4,0,0,root,3,2,extra,1.1454068553009393,1.311956864170387,1.464026307156343,0.08930720950191,42.98696873660531
4,0,0,root,4,0,root,0.8389631433383912,0.7038591558802341,1.9298562975055913,0.1163857915319372,37.003824012947966
4,0,0,root,4,1,extra,1.2191716029840536,1.4863793975227066,1.103376091435655,0.038044962473494454,46.79294895487793
4,0,1,extra,1,0,root,0.83006214406839,0.6890031630154125,2.4871063168392635,0.1933030572269303,16.42889544424821
4,0,1,extra,1,1,extra,0.48212149007963323,0.2324411311966059,2.6678058590487965,0.22241212817422146,14.906384431704813
4,0,1,extra,1,2,extra,1.0549452279587141,1.1129094339928631,1.8950911166284408,0.112230323135126,19.589629936233347
4,0,1,extra,2,0,root,1.0080463790311351,1.0161575022777831,1.8174817948807669,0.1032262523350942,22.81824463003943
4,0,1,extra,2,1,extra,0.5668073454445155,0.3212705668498584,1.8919942988534453,0.11186382584043564,24.058404238887338
4,0,1,extra,2,2,extra,1.4288088400443542,2.041494701388893,1.314640243036536,0.05400871776909881,26.760750562106804
4,0,1,extra,3,0,root,1.1968131698176245,1.43236176344891,1.7171285102415583,0.12285543002851636,35.18689962933857
4,0,1,extra,3,1,extra,1.5326601900561538,2.349047258182966,0.9339355674757425,0.0363431518415099,49.101700832092696
4,0,1,extra,3,2,extra,1.513480304539308,2.290622632228396,1.1070557309432478,0.05106551630892867,54.8263949225554
4,0,1,extra,4,0,root,1.2601659069770106,1.588018113107192,1.7202551731278084,0.09247743314603084,37.635967838627735
4,0,1,extra,4,1,extra,1.579912263742311,2.4961227611233534,0.9727212865946463,0.029568334418573247,51.84665060231508
4,1,0,root,1,1,extra,0.5376210634237819,0.28903640783691814,4.06922068512299,0.5174549057572757,2.7993477768927293
4,1,0,root,1,2,extra,0.4130708296454161,0.17062751030395235,3.7559027584137676,0.44083767283312947,2.3959586098620207
4,1,0,root,2,0,root,0.48119112080149085,0.23154489473819495,2.6189346213082283,0.21433807970896482,17.780221445832225
4,1,0,root,2,1,extra,0.6007141918948518,0.36085754034388484,2.0996380557775107,0.1377649989146614,21.426137297603308
4,1,0,root,2,2,extra,0.8995458384252056,0.8091827154281059,2.1883137795575736,0.14964741243129842,20.517167095313514
4,1,0,root,3,0,root,0.630590177514933,0.3976439719783147,2.1667546815561893,0.19561774375190266,27.28548389023418
4,1,0,root,3,1,extra,0.9943764936738566,0.9887846111711134,1.6662739115220615,0.11568619784245963,35.49777700540318
4,1,0,root,3,2,extra,1.0018639370642564,1.0037313483898922,1.5937626647108973,0.10583664297609918,37.65353075513334
4,1,0,root,4,0,root,0.6777440879326864,0.4593370487277089,2.1251328542200625,0.14113092650267212,33.365759018800446
4,1,0,root,4,1,extra,1.0673105189389758,1.1391517438377858,1.5367369115879461,0.07379876048240186,43.59679716600698
4,1,1,extra,1,2,extra,0.8307617016293729,0.6901650048941311,2.6605920987138316,0.2212109473668272,2.748234041279133
4,1,1,extra,2,0,root,0.8428820112518354,0.7104500848919392,1.9285138019380277,0.11622392138329585,21.199121888813306
4,1,1,extra,2,1,extra,0.48179827249205914,0.2321295753763325,2.0554937036790286,0.1320329489332541,22.873388816526315
4,1,1,extra,2,2,extra,1.2764581240863746,1.6293453425461064,1.4805095614460921,0.06849714254791558,24.206228217502613
4,1,1,extra,3,0,root,1.0125339188068223,1.0252249367343007,1.804270013442012,0.13564126172525157,31.527597388859334
4,1,1,extra,3,1,extra,1.373984163720377,1.8878324821543837,1.2204663950632668,0.06206409256161357,42.38118806957934
4,1,1,extra,3,2,extra,1.3643595257417787,1.8614769154823305,1.2303081225098569,0.06306908651307203,48.608973713818514
4,1,1,extra,4,0,root,1.0805407098224655,1.1675682255836377,1.7197436982943721,0.09242244961947518,38.64523105574916
4,1,1,extra,4,1,extra,1.4352489576088834,2.0599395703173857,0.9299571707831303,0.027025635609092616,49.55006344456752
4,1,2,extra,2,0,root,0.41582019474163534,0.1729064343549715,2.511872261362195,0.19717194554377587,24.324628651450137
4,1,2,extra,2,1,extra,0.8284504217953081,0.686330101372824,1.6917996548269354,0.08944331475226681,27.987688350186225
4,1,2,extra,2,2,extra,0.6600420380788634,0.4356554920312996,2.3216419468374885,0.1684381665411051,26.602743817200984
4,1,2,extra,3,0,root,0.5280526448865381,0.2788395957716683,2.1680109686099427,0.1958446483338759,32.65003288201624
4,1,2,extra,3,1,extra,0.7601287848703003,0.5777957695883994,1.9388036060949974,0.15662330929195697,34.400648238357434
4,1,2,extra,3,2,extra,0.7827145360269409,0.6126420449078692,1.8601244133004797,0.14416928470651894,37.745815799867096
4,1,2,extra,4,0,root,0.5142267034881179,0.2644291025802568,2.1808961136123766,0.14863462057404897,36.71656107386611
4,1,2,extra,4,1,extra,0.8411316837509314,0.707502509409677,1.8625547624319707,0.10840969509556299,40.698229827383614
4,2,0,root,2,1,extra,0.6838980276931704,0.4677165122826085,3.3424809930155366,0.3491305996459416,2.575987211981286
4,2,0,root,2,2,extra,0.5520959267264296,0.3048099123079152,3.3578841575610867,0.3523558129874916,1.1406716813350999
4,2,0,root,3,0,root,0.4265748734822913,0.1819661226864328,2.450925154922433,0.25029308812631473,26.204550845156607
4,2,0,root,3,1,extra,0.6865522137077561,0.47135394214702037,2.2555591222305216,0.21198112307822173,27.96375554071353
4,2,0,root,3,2,extra,0.7229787520151998,0.5226982758654557,1.8632832347827502,0.144659350542603,31.305036241209216
4,2,0,root,4,0,root,0.40986177144795444,0.16798667169445516,2.445471402188662,0.1868853243413306,25.027765412755045
4,2,0,root,4,1,extra,0.7691081575316259,0.5915273579816922,1.8693765209809388,0.10920526803733742,28.03819512483344
4,2,1,extra,2,2,extra,1.1494514465902406,1.321238628068397,2.487202922911105,0.19331807436679815,5.5427034904347945
4,2,1,extra,3,0,root,0.9250146203550978,0.8556520478706857,1.661755771725578,0.11505967686930298,34.72895638277855
4,2,1,extra,3,1,extra,1.2636048014552888,1.5966970942608598,1.261499601032949,0.06630755180859539,42.028771986828204
4,2,1,extra,3,2,extra,1.2635150686740824,1.5964703287664714,1.2699240604039688,0.06719612996637095,48.73493056081295
4,2,1,extra,4,0,root,0.9759134765949753,0.9524071137996912,1.7994762680189453,0.10119108872385595,36.65335901392552
4,2,1,extra,4,1,extra,1.328049131954372,1.7637144968847605,0.9644818177114908,0.029069536771751912,55.39478568863768
4,2,2,extra,3,0,root,0.5520625029327438,0.30477300714436584,2.2683730125045676,0.21439650516079367,28.360645453815405
4,2,2,extra,3,1,extra,0.4026610569765042,0.16213592680543554,2.1912642131741027,0.20006828549739675,27.545177778453134
4,2,2,extra,3,2,extra,0.4832672428990287,0.23354722805922884,1.9774071923324594,0.16292246684533915,30.85150786264606
4,2,2,extra,4,0,root,0.5091611590848638,0.259245085920642,2.052868921643261,0.13169596279527387,27.011569724035652
4,2,2,extra,4,1,extra,0.47073929593428526,0.22159548473670665,2.045232283012665,0.1307179716086624,27.451883001182022
4,3,0,root,3,1,extra,0.5605835196551382,0.3142538825089426,3.38692524226805,0.4779692748630204,1.9802891279511352
4,3,0,root,3,2,extra,0.5767424061767308,0.33263180308252516,3.1853434345265934,0.422767199828403,2.076927669404679
4,3,0,root,4,0,root,0.40525095993901317,0.16422834053149168,2.2803006036367393,0.21665711845608668,26.369173024857155
4,3,0,root,4,1,extra,0.6982640858606565,0.4875727336028183,1.9943386032028234,0.16572443600937445,33.20242513896517
4,3,1,extra,3,2,extra,0.26594426327427517,0.07072635116849696,3.22730004816604,0.4339777333705219,1.0040478537446809
4,3,1,extra,4,0,root,0.5798679677025673,0.3362468599675057,1.8241622179538668,0.13864865822543218,31.266185954554775
4,3,1,extra,4,1,extra,0.48526916444907076,0.23548616196509928,1.8929859734660404,0.1493081623224655,30.907774991683148
4,3,2,extra,4,0,root,0.5963193309594575,0.3555967444759351,2.09328015781282,0.18257590912886937,29.753286706350387
4,3,2,extra,4,1,extra,0.5093772900145814,0.25946522358259905,1.9186466055767295,0.15338353321212939,30.457533622136836
4,4,0,root,4,1,extra,0.5714398477454379,0.3265434995913292,3.09069850588377,0.29851303919600525,1.3956986141693337
5,0,0,root,0,1,extra,0.6916308936979301,0.4783532931173974,4.663229553558337,0.33977671670593557,1.858259156285511
5,0,0,root,1,0,root,0.4379442244359461,0.19179514371680229,3.4950306714965484,0.2544841540562836,13.109291140945194
5,0,0,root,1,1,extra,0.5595806719833903,0.31313052845738265,3.3799893011002067,0.23800682657399716,12.965066632344023
5,0,0,root,1,2,extra,0.5998025830698109,0.35976313865721754,2.7128943700389425,0.15332908047893737,13.861793655774509
5,0,0,root,2,0,root,0.5874040535279182,0.3450435221010294,3.0724348018740617,0.1966636585784772,16.788966191735163
5,0,0,root,2,1,extra,1.0125255626778507,1.0252080150760983,2.494805249559531,0.1296677756922874,17.061914094076016
5,0,0,root,2,2,extra,0.473152752379751,0.22387352708453395,2.9355921281028987,0.17953544047041045,17.666686744747466
5,0,0,root,3,0,root,0.7657493266402143,0.5863720312499416,2.9424550932167426,0.1803758744916073,23.42557724000351
5,0,0,root,3,1,extra,1.2095923719652744,1.4631137063165789,2.0981453782027986,0.09171279225153679,38.93512191320095
5,0,0,root,3,2,extra,0.8732482065170966,0.7625624301853258,2.6027171737247654,0.1411278476333715,25.707691949736194
5,0,0,root,4,0,root,0.8360600130365472,0.6989963453986714,2.7563038453448567,0.11870642012285695,28.700733546574867
5,0,0,root,4,1,extra,1.248496753391218,1.5587441432284121,1.7647234018234406,0.04866013570223898,46.36428839164324
5,0,0,root,4,2,extra,0.7138331055210253,0.5095577025377913,2.451527790530686,0.09539664298006775,28.60087677281733
5,0,1,extra,1,0,root,0.9293557226461724,0.8637020592151896,3.1737833259395356,0.20985209583357967,15.197036285715416
5,0,1,extra,1,1,extra,0.5830841915701609,0.33998717445902804,3.3028078499576443,0.22726124361962172,14.851903281648182
5,0,1,extra,1,2,extra,1.1022035876420635,1.214852748611036,2.4029669532615534,0.12029687871806481,14.498992272497901
5,0,1,extra,2,0,root,1.092085991929731,1.1926518137691446,2.275241806930613,0.10784844333343502,21.318608103608792
5,0,1,extra,2,1,extra,1.5104655115980525,2.2815060617271663,1.6792771005457676,0.058749407925362485,22.807004108005234
5,0,1,extra,2,2,extra,0.6350175050274027,0.40324723169122734,2.6238611857662337,0.14343015671188716,21.069780038631478
5,0,1,extra,3,0,root,1.2800184301034294,1.6384471814044483,2.2388583021893065,0.104426802026708,26.59093645951742
5,0,1,extra,3,1,extra,1.679962669320422,2.8222745703101975,1.1684093296995692,0.028441257536020764,62.41461777883543
5,0,1,extra,3,2,extra,1.161713481539329,1.3495782131902287,2.369668496016255,0.11698601627108211,28.99900222218374
5,0,1,extra,4,0,root,1.368432971035122,1.8726087962160114,2.2793075318164324,0.0811756691342987,33.221305525411424
5,0,1,extra,4,1,extra,1.7100712152696174,2.924343561293706,1.2586675109661698,0.0247538109869027,63.33799348713213
5,0,1,extra,4,2,extra,1.1825675843252919,1.398466091496956,2.4590606864251843,0.09598380094479203,31.68816158705978
5,1,0,root,1,1,extra,0.5556203821358356,0.30871400904477203,4.642384599035834,0.4489944742784396,1.7445744372927479
5,1,0,root,1,2,extra,0.34958066887383826,0.12220664405028016,4.669228054509374,0.4542018880211958,1.457777846691808
5,1,0,root,2,0,root,0.4937214071142579,0.24376082784288275,3.0302685942025005,0.19130266152104156,18.035761149596834
5,1,0,root,2,1,extra,0.8822631938919583,0.7783883432964391,2.5597921588485875,0.13651116451047318,19.954880471352265
5,1,0,root,2,2,extra,0.5718916263996765,0.3270600323460671,2.476606837535066,0.1277829464109467,21.047212849265005
5,1,0,root,3,0,root,0.6435528417322715,0.414160260101682,2.7576813163696214,0.15843346338862682,24.59249574130673
5,1,0,root,3,1,extra,1.0833666749513515,1.1736833523951473,2.1207845019508484,0.0937026438273939,36.06429231080779
5,1,0,root,3,2,extra,0.8548989570155785,0.7308522267063239,2.1624641861799017,0.09742190326063971,28.695049900242292
5,1,0,root,4,0,root,0.7081196702692568,0.5014334674222409,2.723285353679126,0.15450589828256767,28.48552682698117
5,1,0,root,4,1,extra,1.1189326088822658,1.2520101832200738,1.9346662104725434,0.077977778040504,42.175727962231385
5,1,0,root,4,2,extra,0.6500582110751358,0.42257567778620586,2.279465950893874,0.1082492712767607,29.97914291123164
5,1,1,extra,1,2,extra,0.7950594819670173,0.6321195798656618,3.0378683838914387,0.192263423288483,1.393432073357343
5,1,1,extra,2,0,root,0.8927757475912806,0.7970485354871701,2.0983591608243786,0.09173148266282483,22.48490813948413
5,1,1,extra,2,1,extra,1.3153966817571532,1.7302684303777291,1.7126323118825926,0.061106446577173186,23.92484255361076
5,1,1,extra,2,2,extra,0.5124647418543314,0.2626201116438266,2.444346214543852,0.1244755920115596,21.58197563911605
5,1,1,extra,3,0,root,1.0529195346790767,1.1086395465088033,1.959935566887402,0.08002807138229673,29.114485681391827
5,1,1,extra,3,1,extra,1.4970728226423091,2.241227036294211,1.2485643436169553,0.03247735250315914,47.8217915698556
5,1,1,extra,3,2,extra,0.9427369231834553,0.8887529063334079,2.2631876175887697,0.10670871234181524,30.83317137478773
5,1,1,extra,4,0,root,1.1490931026891469,1.32041495864777,2.008460548099613,0.08403987027651245,33.520851836358396
5,1,1,extra,4,1,extra,1.530741673846269,2.3431700720496766,1.1397817438400597,0.02706463382481432,56.62719922902137
5,1,1,extra,4,2,extra,0.9408152741786378,0.8851333801278254,2.181407376945492,0.09913621133733774,31.206568852585406
5,1,2,extra,2,0,root,0.4240627000474801,0.1798291735715591,2.902191619135972,0.17547325404548064,19.814413497773938
5,1,2,extra,2,1,extra,0.689261878553943,0.4750819372277105,2.692040483206495,0.15098087423380538,19.360563672779133
5,1,2,extra,2,2,extra,0.7327325980258367,0.5368970602096924,2.1645935576240656,0.09761385978557523,22.649599208092596
5,1,2,extra,3,0,root,0.5792919985817861,0.3355792196208802,2.576387875114217,0.13828696839657403,28.79227695759386
5,1,2,extra,3,1,extra,0.9083574023583167,0.825113170419149,2.25026137788413,0.1054932555999371,35.565952094596
5,1,2,extra,3,2,extra,0.9944512414328491,0.9889332715873347,1.6512342353595357,0.05680363541715397,31.11163884315153
5,1,2,extra,4,0,root,0.5930158017472998,0.3516677411219927,2.5428507995523177,0.13471021226633045,32.48723321370183
5,1,2,extra,4,1,extra,0.9421453433112496,0.8876378479230725,2.104785569622271,0.09229421446021142,38.376531132654
5,1,2,extra,4,2,extra,0.705993709755015,0.49842711821364827,1.8974392238189677,0.07500574183514014,33.34132333856086
5,2,0,root,2,1,extra,0.5250311014658213,0.2756576575064135,4.4105123006080476,0.4052628907044769,0.72658087413981
5,2,0,root,2,2,extra,0.6496611908027936,0.42205966283530383,4.148489373329459,0.3585409183464052,0.9777257085493101
5,2,0,root,3,0,root,0.4385836650285002,0.19235563122983174,3.2598586560277485,0.22138913452664669,23.78539702695509
5,2,0,root,3,1,extra,0.7755609028006476,0.6014947139529556,2.8317270841104643,0.16705579747676577,27.976206011491694
5,2,0,root,3,2,extra,0.9855380265438134,0.9712852017638742,2.185296126298324,0.0994899824919679,29.355667336793545
5,2,0,root,4,0,root,0.41343467203008155,0.17092822803662105,3.1547738012312316,0.207345786186145,23.129482740126964
5,2,0,root,4,1,extra,0.8084164212838321,0.6535371102013585,2.2666266923972564,0.10703326172266096,26.6812041252877
5,2,0,root,4,2,extra,0.6213694964908894,0.3861000511693414,2.2201117101572145,0.10268533344952484,31.42280833726934
5,2,1,extra,2,2,extra,1.1175890397116972,1.2490052616837137,3.2707853120027206,0.22287576160859854,1.956059458101268
5,2,1,extra,3,0,root,0.5505572997908086,0.30311334035294624,3.021603320666133,0.19021013807209597,24.693006320676037
5,2,1,extra,3,1,extra,0.49126241082558403,0.24133875629016482,2.709726610001286,0.15297121460310542,29.022169309407957
5,2,1,extra,3,2,extra,1.2704444910243338,1.6140292047740785,1.864736965260253,0.07244258228350035,28.91913948269708
5,2,1,extra,4,0,root,0.4594998966607685,0.211140155031257,2.770915252092425,0.15995773613080064,25.371626782002355
5,2,1,extra,4,1,extra,0.49942366228545937,0.2494239944506205,2.4742741947535722,0.12754234980882165,26.022488312666827
5,2,1,extra,4,2,extra,0.905041046190596,0.8190992952897687,1.86148148443653,0.07218986076875056,32.79052078624024
5,2,2,extra,3,0,root,0.8969566714008453,0.8045312703704839,2.2355665173424333,0.10411995111380364,27.970069402107605
5,2,2,extra,3,1,extra,1.311893838225544,1.72106544277415,1.7885787351787241,0.06664612274861509,39.20445415012963
5,2,2,extra,3,2,extra,0.9412207161614868,0.8858964365315422,2.115908243345337,0.09327224363034896,29.62482741402574
5,2,2,extra,4,0,root,0.9631678491507482,0.9276923056376782,2.233616947097001,0.10393843054914427,34.69477396573356
5,2,2,extra,4,1,extra,1.3500836414404231,1.8227258388850331,1.2863178032319624,0.034471114393989616,51.61215692508599
5,2,2,extra,4,2,extra,0.81421752985957,0.6629501859306195,2.140696609007336,0.09547045774615642,34.314077431399696
5,3,0,root,3,1,extra,0.6557849089628207,0.43005384682337494,4.708620433420568,0.46189804970886894,0.6678732453185281
5,3,0,root,3,2,extra,0.8262363570355375,0.6826665176873561,3.5643502438420356,0.26467901376618286,0.9743156739386514
5,3,0,root,4,0,root,0.4137286024212141,0.17117135646141107,3.192672272548688,0.2123574216646085,23.411095187905715
